iteration	epsilon	negativeRewardCount	zeroRewardCount	terminal_reward_count	average_rewards	averageScore	slidingWindowAverageScore	loss_on_v	loss_on_p	reward_count	time(s)
2011	0.982	245	744	None	-0.1148	-0.1233	-0.1625	11.5814	2.1678	"{""0"": 744, ""10"": 13, ""-1"": 245}"	169.4801
3006	0.9731	233	747	None	-0.0834	-0.5974	-0.6187	12.3906	2.4167	"{""0"": 747, ""10"": 15, ""-1"": 233}"	252.6208
4003	0.9641	244	743	None	-0.1444	-0.0911	-0.325	12.4012	2.049	"{""0"": 743, ""10"": 10, ""-1"": 244}"	339.0988
5000	0.9551	237	748	None	-0.1174	-0.1548	-0.3956	16.4919	2.4378	"{""0"": 748, ""10"": 12, ""-1"": 237}"	423.8794
6005	0.946	225	770	None	-0.1244	0.5573	-0.1862	22.0265	2.5252	"{""0"": 770, ""10"": 10, ""-1"": 225}"	512.4321
7007	0.9371	253	739	None	-0.1527	-0.2647	-0.4594	33.5966	3.0844	"{""0"": 739, ""10"": 10, ""-1"": 253}"	597.068
8006	0.9281	246	741	None	-0.1261	-0.3046	-0.4494	40.5032	3.5924	"{""0"": 741, ""10"": 12, ""-1"": 246}"	683.8376
9010	0.919	192	789	None	0.0378	-0.3694	-0.3375	69.7107	5.2056	"{""0"": 789, ""10"": 23, ""-1"": 192}"	774.7027
10013	0.91	218	773	None	-0.0977	-0.1625	-0.2406	25.9544	2.8981	"{""0"": 773, ""10"": 12, ""-1"": 218}"	866.7203
11011	0.901	231	751	None	-0.0711	-0.5812	-0.5631	32.0551	2.9965	"{""0"": 751, ""10"": 16, ""-1"": 231}"	954.5311
12007	0.8921	226	755	None	-0.0763	-0.2187	-0.2337	32.9933	3.1495	"{""0"": 755, ""10"": 15, ""-1"": 226}"	1040.0893
13009	0.8831	213	762	None	0.0569	-0.1645	-0.0287	34.9569	3.7901	"{""0"": 762, ""10"": 27, ""-1"": 213}"	1130.0949
14009	0.8741	204	777	None	-0.014	0.0021	0.005	16.8892	2.0905	"{""0"": 777, ""10"": 19, ""-1"": 204}"	1216.9916
15009	0.8651	236	743	None	-0.026	0.0584	-0.1293	17.8701	2.026	"{""0"": 743, ""10"": 21, ""-1"": 236}"	1307.3989
16011	0.856	199	783	None	0.001	0.0334	-0.1119	14.5132	2.1351	"{""0"": 783, ""10"": 20, ""-1"": 199}"	1396.1529
17006	0.8471	204	772	None	-0.0141	-0.7666	-0.5769	10.564	1.9292	"{""0"": 772, ""10"": 19, ""-1"": 204}"	1491.0534
18013	0.838	203	781	None	0.0268	-0.1658	-0.2519	14.2215	2.0528	"{""0"": 781, ""10"": 23, ""-1"": 203}"	1580.4579
19006	0.8291	224	749	None	-0.0242	-0.3276	-0.2931	10.965	1.652	"{""0"": 749, ""10"": 20, ""-1"": 224}"	1668.9892
20010	0.82	195	781	None	0.0847	-0.1633	-0.2569	10.7723	1.6491	"{""0"": 781, ""10"": 28, ""-1"": 195}"	1759.5813
21001	0.8111	209	748	None	0.1322	-1.0146	-0.215	15.5167	1.3686	"{""0"": 748, ""10"": 34, ""-1"": 209}"	1851.1431
22012	0.802	190	801	None	0.0099	-0.2333	-0.2587	9.6682	1.3672	"{""0"": 801, ""10"": 20, ""-1"": 190}"	1944.737
23014	0.793	232	744	None	0.0279	-0.3729	-0.0093	8.2192	2.3729	"{""0"": 744, ""10"": 26, ""-1"": 232}"	2037.6017
24013	0.784	166	799	None	0.1742	-0.3375	-0.005	11.6602	1.8746	"{""0"": 799, ""10"": 34, ""-1"": 166}"	2136.9843
25003	0.7751	202	777	None	-0.0929	-0.6063	-0.1344	5.5914	2.4755	"{""0"": 777, ""10"": 11, ""-1"": 202}"	2221.9991
26001	0.7661	202	779	None	-0.0321	0.0646	-0.0294	7.5795	3.8568	"{""0"": 779, ""10"": 17, ""-1"": 202}"	2309.1087
27011	0.757	194	794	None	0.0257	-0.1396	0.0056	11.0896	5.0418	"{""0"": 794, ""10"": 22, ""-1"": 194}"	2399.2241
28013	0.748	215	765	None	0.005	0.2521	0.2306	9.6432	6.3658	"{""0"": 765, ""10"": 22, ""-1"": 215}"	2488.8281
29006	0.7391	172	804	None	-0.002	-0.1475	0.0556	8.2628	6.6206	"{""0"": 804, ""10"": 17, ""-1"": 172}"	2575.9789
30009	0.7301	175	799	None	0.1147	0.0306	0.0388	13.9596	7.0993	"{""0"": 799, ""10"": 29, ""-1"": 175}"	2667.5002
31011	0.721	169	793	None	0.2305	-0.35	0.02	16.0432	6.741	"{""0"": 793, ""10"": 40, ""-1"": 169}"	2760.0363
32003	0.7121	174	790	None	0.1069	0.2542	0.3332	12.3345	5.8619	"{""0"": 790, ""10"": 28, ""-1"": 174}"	2849.297
33004	0.7031	132	839	None	0.1678	0.4886	0.2775	10.3628	4.9829	"{""0"": 839, ""10"": 30, ""-1"": 132}"	2940.9194
34001	0.6941	181	800	None	-0.0211	-0.1757	-0.1506	5.014	7.5674	"{""0"": 800, ""10"": 16, ""-1"": 181}"	3032.1921
35012	0.685	157	840	None	-0.0168	0.1045	0.1463	6.0111	10.4548	"{""0"": 840, ""10"": 14, ""-1"": 157}"	3123.0581
36007	0.676	176	789	None	0.1246	-0.2194	-0.5525	9.3621	11.4295	"{""0"": 789, ""10"": 30, ""-1"": 176}"	3215.2853
37000	0.6671	158	805	None	0.143	-0.3979	-0.005	9.9773	10.0319	"{""0"": 805, ""10"": 30, ""-1"": 158}"	3310.7794
38006	0.6581	168	816	None	0.0517	-0.3812	-0.0544	6.6079	11.6066	"{""0"": 816, ""10"": 22, ""-1"": 168}"	3402.9438
39014	0.649	155	829	None	0.0843	0.1046	0.3307	8.1757	10.6762	"{""0"": 829, ""10"": 24, ""-1"": 155}"	3496.0985
40003	0.6401	160	812	None	0.0101	-0.0981	-0.1037	4.9106	11.8524	"{""0"": 812, ""10"": 17, ""-1"": 160}"	3588.6931
41005	0.631	159	816	None	0.1108	-0.0774	0.0144	7.9536	10.9831	"{""0"": 816, ""10"": 27, ""-1"": 159}"	3683.5573
42000	0.6221	175	794	None	0.0854	0.024	0.185	7.2728	13.7306	"{""0"": 794, ""10"": 26, ""-1"": 175}"	3776.8166
43002	0.6131	122	850	None	0.1776	0.2091	0.33	6.4693	11.1766	"{""0"": 850, ""10"": 30, ""-1"": 122}"	3872.4208
44000	0.604	169	797	None	0.1513	0.6016	0.3063	7.9521	15.4644	"{""0"": 797, ""10"": 32, ""-1"": 169}"	3968.0118
45005	0.5951	123	816	None	0.5343	0.0677	0.0375	13.2402	20.9138	"{""0"": 816, ""10"": 66, ""-1"": 123}"	4071.7941
46008	0.5861	132	814	None	0.4367	0.4521	0.405	10.5096	25.9702	"{""0"": 814, ""10"": 57, ""-1"": 132}"	31065.2635
47006	0.5771	136	803	None	0.4549	-0.1781	-0.1256	11.4491	23.6887	"{""0"": 803, ""10"": 59, ""-1"": 136}"	31212.3989
48001	0.5681	126	787	None	0.6975	0.5982	0.2788	13.248	29.4744	"{""0"": 787, ""10"": 82, ""-1"": 126}"	31321.9707
49009	0.5591	117	812	None	0.6677	0.35	0.1244	12.4658	33.0798	"{""0"": 812, ""10"": 79, ""-1"": 117}"	31429.8692
50003	0.5501	141	783	None	0.5624	-0.2531	0.0731	10.7854	37.1975	"{""0"": 783, ""10"": 70, ""-1"": 141}"	31534.531
51006	0.541	129	787	None	0.7388	-0.0174	0.0131	11.7819	37.97	"{""0"": 787, ""10"": 87, ""-1"": 129}"	31642.875
52001	0.532	120	787	None	0.7638	0.6016	0.2569	11.8436	32.9998	"{""0"": 787, ""10"": 88, ""-1"": 120}"	31750.8273
53007	0.5231	120	809	None	0.6461	0.2771	0.3069	11.0142	34.5935	"{""0"": 809, ""10"": 77, ""-1"": 120}"	64129.0691
54002	0.5141	118	802	None	0.6352	0.5125	0.0663	10.3317	36.6016	"{""0"": 802, ""10"": 75, ""-1"": 118}"	64239.8912
55002	0.5051	148	804	None	0.332	0.0938	0.2625	7.7389	33.7118	"{""0"": 804, ""10"": 48, ""-1"": 148}"	64341.8094
56011	0.496	108	827	None	0.6264	-0.375	-0.1644	10.1373	33.3081	"{""0"": 827, ""10"": 74, ""-1"": 108}"	64447.6848
57002	0.487	109	793	None	0.7881	0.6459	0.5106	11.5355	24.0537	"{""0"": 793, ""10"": 89, ""-1"": 109}"	64555.7696
58003	0.4781	123	794	None	0.7163	0.25	0.2281	10.3143	36.3168	"{""0"": 794, ""10"": 84, ""-1"": 123}"	64664.1652
59002	0.4691	117	797	None	0.7337	-0.2344	0.0175	10.4897	33.3883	"{""0"": 797, ""10"": 85, ""-1"": 117}"	64775.3309
60005	0.46	116	795	None	0.8016	0.5573	0.1838	10.5663	28.3338	"{""0"": 795, ""10"": 92, ""-1"": 116}"	64884.3
61001	0.4511	102	799	None	0.8514	-0.3896	0.1738	10.3611	32.8643	"{""0"": 799, ""10"": 95, ""-1"": 102}"	64994.3978
62008	0.442	125	789	None	0.7994	0.2548	0.2444	9.8909	28.7571	"{""0"": 789, ""10"": 93, ""-1"": 125}"	65109.2098
63003	0.433	116	799	None	0.6874	0.5573	0.3756	9.7173	31.479	"{""0"": 799, ""10"": 80, ""-1"": 116}"	65217.6054
64002	0.4241	99	803	None	0.8719	-0.1889	-0.13	9.955	29.4529	"{""0"": 803, ""10"": 97, ""-1"": 99}"	65331.642
65001	0.415	110	810	None	0.6807	0.6459	0.4125	10.3988	25.5048	"{""0"": 810, ""10"": 79, ""-1"": 110}"	65442.0686
66002	0.4061	84	814	None	0.9451	0.2422	0.3994	10.2738	30.5641	"{""0"": 814, ""10"": 103, ""-1"": 84}"	65558.253
67010	0.397	106	805	None	0.8571	0.599	0.4225	9.3786	29.3373	"{""0"": 805, ""10"": 97, ""-1"": 106}"	80417.4659
68000	0.3881	104	805	None	0.7131	0.6473	0.3281	8.1242	28.8935	"{""0"": 805, ""10"": 81, ""-1"": 104}"	80557.9263
69002	0.379	74	837	None	0.8343	0.6459	0.3763	9.5214	26.7103	"{""0"": 837, ""10"": 91, ""-1"": 74}"	80677.1183
70001	0.3701	97	826	None	0.6637	0.3104	0.2475	7.9154	25.9567	"{""0"": 826, ""10"": 76, ""-1"": 97}"	80789.118
71000	0.3611	103	797	None	0.8879	0.2094	0.3188	9.785	27.853	"{""0"": 797, ""10"": 99, ""-1"": 103}"	80904.6569
72014	0.352	86	852	None	0.6647	-0.0937	0.0581	7.474	24.7752	"{""0"": 852, ""10"": 76, ""-1"": 86}"	81018.1488
73007	0.3431	90	827	None	0.6747	0.0438	0.3338	8.1907	24.5179	"{""0"": 827, ""10"": 76, ""-1"": 90}"	81133.5325
74009	0.3341	88	796	None	1.0898	0.2844	0.3838	9.7568	27.7038	"{""0"": 796, ""10"": 118, ""-1"": 88}"	81252.0618
75001	0.325	72	787	None	1.2681	0.6459	0.4269	8.7567	24.8679	"{""0"": 787, ""10"": 133, ""-1"": 72}"	81372.2816
76007	0.316	105	815	None	0.7505	0.3523	0.3363	7.442	25.6909	"{""0"": 815, ""10"": 86, ""-1"": 105}"	81486.9725
77012	0.307	89	832	None	0.7473	0.3844	0.3744	7.0193	19.9274	"{""0"": 832, ""10"": 84, ""-1"": 89}"	81602.3546
78001	0.298	67	818	None	0.9838	0.7344	0.3388	7.1178	18.9791	"{""0"": 818, ""10"": 104, ""-1"": 67}"	81720.0139
79002	0.2891	84	872	None	0.3656	-0.0625	0.0713	4.6918	17.7604	"{""0"": 872, ""10"": 45, ""-1"": 84}"	81829.3226
80001	0.28	69	833	None	0.9019	0.6016	0.285	7.8752	23.7116	"{""0"": 833, ""10"": 97, ""-1"": 69}"	81946.3832
81004	0.2711	82	875	None	0.3769	0.4604	0.4081	4.9726	13.8765	"{""0"": 875, ""10"": 46, ""-1"": 82}"	82055.1911
82009	0.2621	62	825	None	1.1124	0.4542	0.4375	6.3286	25.4881	"{""0"": 825, ""10"": 118, ""-1"": 62}"	82174.2936
83000	0.2531	102	843	None	0.3613	0.0625	0.4369	5.6227	18.6636	"{""0"": 843, ""10"": 46, ""-1"": 102}"	82281.5778
84005	0.244	82	851	None	0.6348	0.159	0.3463	6.6128	24.5143	"{""0"": 851, ""10"": 72, ""-1"": 82}"	82393.7442
85010	0.235	81	869	None	0.4667	0.1984	0.2156	4.3166	14.0358	"{""0"": 869, ""10"": 55, ""-1"": 81}"	82502.2245
86000	0.2261	84	864	None	0.3394	0.1574	0.33	4.405	13.9696	"{""0"": 864, ""10"": 42, ""-1"": 84}"	82608.8933
87000	0.217	69	873	None	0.511	0.7344	0.1744	5.598	15.6633	"{""0"": 873, ""10"": 58, ""-1"": 69}"	82718.6945
88002	0.208	55	854	None	0.8733	0.6459	0.4431	6.6944	20.805	"{""0"": 854, ""10"": 93, ""-1"": 55}"	82833.3423
89008	0.1991	46	865	None	0.8986	0.3646	0.4275	5.5812	14.1019	"{""0"": 865, ""10"": 95, ""-1"": 46}"	82951.4909
90000	0.19	35	869	None	0.8518	0.6459	0.5513	6.2672	13.9165	"{""0"": 869, ""10"": 88, ""-1"": 35}"	83066.8476
91006	0.181	42	808	None	1.5089	0.0983	0.505	4.246	12.3811	"{""0"": 808, ""10"": 156, ""-1"": 42}"	83190.535
92001	0.1721	31	791	None	1.7075	0.6429	0.2738	4.7982	22.6133	"{""0"": 791, ""10"": 173, ""-1"": 31}"	83316.0063
93001	0.163	41	823	None	1.319	0.6459	0.5282	3.3449	14.2063	"{""0"": 823, ""10"": 136, ""-1"": 41}"	83439.7688
94000	0.154	35	808	None	1.5265	0.6459	0.5975	3.4579	12.7981	"{""0"": 808, ""10"": 156, ""-1"": 35}"	83566.5682
95000	0.145	27	762	None	2.083	0.6016	0.6532	3.136	18.2033	"{""0"": 762, ""10"": 211, ""-1"": 27}"	83700.3662
96006	0.1361	38	778	None	1.8509	0.4417	0.4506	3.2431	17.4482	"{""0"": 778, ""10"": 190, ""-1"": 38}"	83840.1035
97008	0.1271	45	912	None	0.4042	0.5188	0.5275	2.6634	12.343	"{""0"": 912, ""10"": 45, ""-1"": 45}"	83967.8442
98005	0.118	39	880	None	0.7432	0.3659	0.4294	2.2321	7.5311	"{""0"": 880, ""10"": 78, ""-1"": 39}"	84092.8017
99001	0.109	29	897	None	0.6737	0.7344	0.4538	2.7342	10.1582	"{""0"": 897, ""10"": 70, ""-1"": 29}"	84216.8956
100004	0.1001	17	767	None	2.1665	0.2857	0.5481	1.8807	10.5888	"{""0"": 767, ""10"": 219, ""-1"": 17}"	84369.2582
